Vernier Format 2
InitialTHing.cmbl 4/2/2012 02:38:24 .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0.1	0.4955664	0.00182933333333	-0.0153841851852
0.2	0.4958408	0.000571666666667	-0.0135802592593
0.3	0.4958408	-0.00210373333333	0.0138660925926
0.4	0.4955664	-0.002744	0.112489179012
0.5	0.495292	0.00503066666667	0.363480487654
0.6	0.4919992	0.0602917777778	0.679682024691
0.7	0.502152	0.163420444444	0.765419320988
0.8	0.5271224	0.245206888889	0.534148395062
0.9	0.5564832	0.275390888889	0.221510246914
1	0.5841976	0.277448888889	0.00978185185185
1.1	0.6124608	0.268759555556	-0.0989195061728
1.2	0.6388032	0.251533333333	-0.128688518519
1.3	0.6621272	0.239337777778	-0.114756790123
1.4	0.6862744	0.230496	-0.111432654321
1.5	0.7087752	0.217766888889	-0.114163950617
1.6	0.7296296	0.206638444444	-0.111644382716
1.7	0.7499352	0.196424666667	-0.119076049383
1.8	0.7691432	0.184000444444	-0.136649506173
1.9	0.7869792	0.168984666667	-0.151872777778
2	0.8031688	0.151910888889	-0.148908580247
2.1	0.8171632	0.136971333333	-0.123712901235
2.2	0.83006	0.127062444444	-0.0969292592593
2.3	0.842408	0.119287777778	-0.0877190740741
2.4	0.8539328	0.111360666667	-0.099427654321
2.5	0.8649088	0.100842	-0.127566358025
2.6	0.8745128	0.0858262222222	-0.156848395062
2.7	0.882196	0.0687524444444	-0.177322530864
2.8	0.8885072	0.0492395555556	-0.182573395062
2.9	0.8920744	0.0298028888889	-0.160850061728
3	0.8939952	0.0153968888889	-0.119774753086
3.1	0.8948184	0.00541177777778	-0.0731309876543
3.2	0.894544	0.001372	-0.0333048765432
3.3	0.8948184	0.000686	-0.0132330246914
3.4	0.8948184	-0.000457333333333	-0.0041287037037
3.5	0.894544	0	0.000846913580247
3.6	0.8948184	0.000457333333333	-0.00127037037037
3.7	0.8948184	-0.000533555555556	-0.0013550617284
3.8	0.894544	-0.000152444444444	0.00122802469136
3.9	0.8948184	0	0.00139740740741
4	0.894544	0.000152444444444	0.00122802469136
4.1	0.8948184	0.000533555555556	-0.0013550617284
4.2	0.8948184	-0.000457333333333	-0.00122802469136
4.3	0.894544	0	0.00131271604938
4.4	0.8948184	0.000457333333333	-0.00122802469136
4.5	0.8948184	-0.000533555555556	-0.00131271604938
4.6	0.894544	-0.000152444444444	0.00148209876543
4.7	0.8948184	0	0.00254074074074
4.8	0.894544	0.000304888888889	0.00355703703704
4.9	0.8948184	0.000990888888889	0.00156679012346
5	0.8948184	0.000914666666666	-0.00260425925926
5.1	0.8950928	0.000152444444444	-0.00400166666667
5.2	0.8948184	-0.000457333333333	-0.000656358024691
5.3	0.8948184	0.000457333333333	-0.000635185185185
5.4	0.8950928	-0.000152444444444	-0.00385345679012
5.5	0.8948184	-0.000914666666666	-0.00190555555556
5.6	0.8948184	-0.000914666666667	0.00332413580247
5.7	0.894544	0	0.00628833333333
5.8	0.8948184	0.000914666666667	0.00374759259259
5.9	0.8948184	0.000990888888889	-0.00131271604938
6	0.8950928	0.000304888888889	-0.00351469135802
6.1	0.8948184	0	-0.00251956790123
6.2	0.8950928	-0.000152444444444	-0.0013762345679
6.3	0.8948184	-0.000533555555555	0.00175734567901
6.4	0.8948184	0.000533555555555	0.00179969135802
6.5	0.8950928	0.000152444444444	-0.00112216049383
6.6	0.8948184	0	-0.0013762345679
6.7	0.8950928	-0.000152444444444	-0.00127037037037
6.8	0.8948184	-0.000533555555555	0.00110098765432
6.9	0.8948184	0.000457333333333	8.46913580244E-005
7	0.8950928	-0.000152444444444	-0.00359938271605
7.1	0.8948184	-0.000914666666666	-0.00143975308642
7.2	0.8948184	-0.000838444444444	0.00389580246913
7.3	0.894544	0.000152444444444	0.00647888888889
7.4	0.8948184	0.001372	0.00116450617284
7.5	0.8950928	0.000304888888889	-0.0037687654321
7.6	0.8948184	-0.000381111111111	-0.000317592592593
7.7	0.8948184	0.000533555555555	0.00146092592593
7.8	0.8950928	0.000228666666667	0.000804567901234
7.9	0.8948184	0.000381111111111	0.00175734567901
8	0.8950928	0.000914666666666	-0.000423456790123
8.1	0.8950928	0.000686	-0.00533555555555
8.2	0.8953672	-0.000686	-0.00561080246914
8.3	0.8948184	-0.000990888888889	-0.000635185185185
8.4	0.8950928	-0.000457333333333	0.001715
8.5	0.8948184	-0.000609777777778	0.00317592592593
8.6	0.8948184	0.000457333333333	0.00192672839506
8.7	0.8950928	0	-0.00131271604938
8.8	0.8948184	-0.000457333333333	0.00055049382716
8.9	0.8948184	0.000457333333333	-0.000381111111111
9	0.8950928	-0.000152444444444	-0.00384287037037
9.1	0.8948184	-0.000914666666666	-0.0018737962963
9.2	0.8948184	-0.000914666666667	0.00357609259259
9.3	0.894544	-0.000114333333333	0.00889259259259
9.4	0.8948184	0.001372	0.0125131481481
